rho,V,W,CL,TR,PR,RC
0.819,210,50000,0.0589,27326.45,5738555.38,111.5425
0.819,220,50000,0.0537,29960.04,6591209.46,105.2662
0.819,230,50000,0.0491,32718.69,7525298.37,97.3613
0.819,240,50000,0.0451,35602.08,8544500.24,87.7541
0.819,250,50000,0.0416,38609.98,9652495.95,76.371
0.819,260,50000,0.0384,41742.19,10852968.6,63.1384
0.819,270,50000,0.0356,44998.53,12149603.09,47.9825
0.819,280,50000,0.0331,48378.88,13546085.83,30.8297
0.819,290,50000,0.0309,51883.12,15046104.46,11.6062
0.819,300,50000,0.0289,55511.16,16653347.63,-9.7619
0.819,310,50000,0.027,59262.92,18371504.85,-33.3482
0.819,320,50000,0.0254,63138.33,20204266.38,-59.2266
0.819,330,50000,0.0239,67137.34,22155323.08,-87.4709
0.819,340,50000,0.0225,71259.9,24228366.33,-118.1549
0.819,350,50000,0.0212,75505.97,26427087.97,-151.3525
0.819,360,50000,0.02,79875.5,28755180.22,-187.1375
0.819,370,50000,0.019,84368.47,31216335.64,-225.5838
0.819,380,50000,0.018,88984.86,33814247.09,-266.7652
0.819,390,50000,0.0171,93724.64,36552607.68,-310.7555
0.819,10,60000,31.1745,105347.01,1053470.14,-8.5771
0.819,20,60000,7.7936,26567.71,531354.23,9.1055
0.819,30,60000,3.4638,12252.68,367580.39,20.8158
0.819,40,60000,1.9484,7565.76,302630.39,30.8789
0.819,50,60000,1.247,5751.14,287556.85,40.1109
0.819,60,60000,0.866,5141.79,308507.52,48.7424
0.819,70,60000,0.6362,5166.53,361657.33,56.8373
0.819,80,60000,0.4871,5586.77,446941.44,64.3966
0.819,90,60000,0.3849,6288.51,565966.16,71.3935
0.819,100,60000,0.3117,7211.73,721173.43,77.7874
0.819,110,60000,0.2576,8322.37,915460.95,83.53
0.819,120,60000,0.2165,9599.94,1151992.32,88.5685
0.819,130,60000,0.1845,11031.5,1434094.72,92.8475
0.819,140,60000,0.1591,12608.58,1765200.55,96.3098
0.819,150,60000,0.1386,14325.42,2148812.28,98.8969
0.819,160,60000,0.1218,16178,2588480.64,100.5498
0.819,170,60000,0.1079,18163.47,3087790.35,101.2087
0.819,180,60000,0.0962,20279.73,3650350.72,100.8134
0.819,190,60000,0.0864,22525.21,4279789.17,99.3034
0.819,200,60000,0.0779,24898.73,4979746.71,96.6182
0.819,210,60000,0.0707,27399.4,5753874.68,92.6967
0.819,220,60000,0.0644,30026.51,6605832.44,87.4781
0.819,230,60000,0.0589,32779.5,7539285.57,80.9013
0.819,240,60000,0.0541,35657.94,8557904.64,72.905
0.819,250,60000,0.0499,38661.46,9665364.17,63.428
0.819,260,60000,0.0461,41789.78,10865341.88,52.4091
0.819,270,60000,0.0428,45042.66,12161518.11,39.7869
0.819,280,60000,0.0398,48419.91,13557575.31,25.4999
0.819,290,60000,0.0371,51921.37,15057197.75,9.4869
0.819,300,60000,0.0346,55546.9,16664071.14,-8.3136
0.819,310,60000,0.0324,59296.39,18381882.45,-27.9631
0.819,320,60000,0.0304,63169.75,20214319.68,-49.523
0.819,330,60000,0.0286,67166.88,22165071.73,-73.0549
0.819,340,60000,0.027,71287.73,24237828.25,-98.6201
0.819,350,60000,0.0254,75532.23,26436279.55,-126.2803
0.819,360,60000,0.0241,79900.32,28764116.48,-156.0968
0.819,370,60000,0.0228,84391.97,31225030.38,-188.1314
0.819,380,60000,0.0216,89007.14,33822713.03,-222.4454
0.819,390,60000,0.0205,93745.79,36560856.53,-259.1004
0.819,10,70000,36.3702,143366.75,1433667.51,-12.7832
0.819,20,70000,9.0926,36072.65,721452.91,5.089
0.819,30,70000,4.0411,16477.09,494312.85,16.0316
0.819,40,70000,2.2731,9941.99,397679.74,25.1098
0.819,50,70000,1.4548,7271.93,363596.32,33.2945
0.819,60,70000,1.0103,6197.9,371873.74,40.874
0.819,70,70000,0.7422,5942.45,415971.24,47.9417
0.819,80,70000,0.5683,6180.83,494466.11,54.5181
0.819,90,70000,0.449,6757.89,608210.31,60.5909
0.819,100,70000,0.3637,7591.93,759193.16,66.1318
0.819,110,70000,0.3006,8636.58,950024.35,71.1034
0.819,120,70000,0.2526,9863.96,1183675.43,75.4632
0.819,130,70000,0.2152,11256.47,1463340.68,79.1658
0.819,140,70000,0.1856,12802.55,1792357.5,82.1633
0.819,150,70000,0.1616,14494.39,2174158.77,84.4067
0.819,160,70000,0.1421,16326.52,2612242.97,85.8461
0.819,170,70000,0.1258,18295.03,3110154.9,86.4308
0.819,180,70000,0.1123,20397.07,3671472.79,86.1097
0.819,190,70000,0.1007,22630.52,4299799.56,84.8314
0.819,200,70000,0.0909,24993.78,4998756.58,82.544
0.819,210,70000,0.0825,27485.62,5771979.32,79.1957
0.819,220,70000,0.0751,30105.06,6623114.13,74.7344
0.819,230,70000,0.0688,32851.37,7555815.89,69.1078
0.819,240,70000,0.0631,35723.94,8573746.2,62.2637
0.819,250,70000,0.0582,38722.29,9680572.06,54.1496
0.819,260,70000,0.0538,41846.02,10879964.86,44.7132
0.819,270,70000,0.0499,45094.81,12175599.49,33.9019
0.819,280,70000,0.0464,48468.41,13571153.79,21.6631
0.819,290,70000,0.0432,51966.58,15070308.01,7.9444
0.819,300,70000,0.0404,55589.15,16676744.39,-7.307
0.819,310,70000,0.0378,59335.96,18394146.88,-24.1436
0.819,320,70000,0.0355,63206.88,20226200.85,-42.618
0.819,330,70000,0.0334,67201.8,22176592.86,-62.783
0.819,340,70000,0.0315,71320.62,24249010.53,-84.6913
0.819,350,70000,0.0297,75563.26,26447142.33,-108.3954
0.819,360,70000,0.0281,79929.66,28774677.52,-133.9482
0.819,370,70000,0.0266,84419.75,31235305.99,-161.4023
0.819,380,70000,0.0252,89033.47,33832718.22,-190.8104
0.819,390,70000,0.0239,93770.78,36570605.19,-222.2253
0.819,10,80000,41.566,187235.68,1872356.78,-16.6689
0.819,20,80000,10.3915,47039.88,940797.55,1.7111
0.819,30,80000,4.6184,21351.42,640542.61,12.1998
0.819,40,80000,2.5979,12683.8,507352.05,20.6002
0.819,50,80000,1.6626,9026.68,451334.18,28.0359
0.819,60,80000,1.1546,7416.48,444988.62,34.8508
0.819,70,80000,0.8483,6837.73,478641.14,41.1656
0.819,80,80000,0.6495,6866.28,549302.27,47.0179
0.819,90,80000,0.5132,7299.48,656953.56,52.4078
0.819,100,80000,0.4157,8030.62,803062.09,57.317
0.819,110,80000,0.3435,8999.14,989905.19,61.7169
0.819,120,80000,0.2887,10168.61,1220232.87,65.5734
0.819,130,80000,0.246,11516.05,1497086,68.8482
0.819,140,80000,0.2121,13026.37,1823692.45,71.5012
0.819,150,80000,0.1847,14689.36,2203404.73,73.4903
0.819,160,80000,0.1624,16497.88,2639661.05,74.7726
0.819,170,80000,0.1438,18446.82,3135960.15,75.3044
0.819,180,80000,0.1283,20532.47,3695844.42,75.0414
0.819,190,80000,0.1151,22752.04,4322888.47,73.9388
0.819,200,80000,0.1039,25103.46,5020691.04,71.9518
0.819,210,80000,0.0943,27585.09,5792869.29,69.0351
0.819,220,80000,0.0859,30195.7,6643054.56,65.1433
0.819,230,80000,0.0786,32934.3,7574889.33,60.2309
0.819,240,80000,0.0722,35800.1,8592024.92,54.2522
0.819,250,80000,0.0665,38792.48,9698119.64,47.1616
0.819,260,80000,0.0615,41910.91,10896837.52,38.9131
0.819,270,80000,0.057,45154.99,12191847.24,29.461
0.819,280,80000,0.053,48524.36,13586821.26,18.7594
0.819,290,80000,0.0494,52018.74,15085435.22,6.7622
0.819,300,80000,0.0462,55637.89,16691367.36,-6.5764
0.819,310,80000,0.0433,59381.61,18408298.15,-21.3025
0.819,320,80000,0.0406,63249.72,20239909.89,-37.4621
0.819,330,80000,0.0382,67242.08,22189886.48,-55.1013
0.819,340,80000,0.036,71358.57,24261913.15,-74.2661
0.819,350,80000,0.0339,75599.08,26459676.31,-95.0027
0.819,360,80000,0.0321,79963.51,28786863.33,-117.357
0.819,370,80000,0.0304,84451.79,31247162.46,-141.3752
0.819,380,80000,0.0288,89063.85,33844262.68,-167.1034
0.819,390,80000,0.0273,93799.62,36581853.63,-194.5878
0.819,10,90000,46.7617,236953.8,2369537.95,-20.3411
0.819,20,90000,11.6904,59469.41,1189388.14,-1.2412
0.819,30,90000,5.1957,26875.66,806269.66,9.0028
0.819,40,90000,2.9226,15791.18,631647.35,16.9302
0.819,50,90000,1.8705,11015.41,550770.41,23.816
0.819,60,90000,1.2989,8797.54,527852.15,30.0578
0.819,70,90000,0.9543,7852.39,549667.02,35.8025
0.819,80,90000,0.7307,7643.12,611449.91,41.1032
0.819,90,90000,0.5773,7913.29,712195.91,45.9709
0.819,100,90000,0.4676,8527.8,852780.21,50.396
0.819,110,90000,0.3865,9410.03,1035103.48,54.3573
0.819,120,90000,0.3247,10513.87,1261664.64,57.8271
0.819,130,90000,0.2767,11810.24,1535330.71,60.7735
0.819,140,90000,0.2386,13280.04,1859205.39,63.162
0.819,150,90000,0.2078,14910.33,2236550.14,64.9564
0.819,160,90000,0.1827,16692.09,2670734.88,66.1193
0.819,170,90000,0.1618,18618.86,3165206.1,66.6123
0.819,180,90000,0.1443,20685.92,3723465.6,66.3965
0.819,190,90000,0.1295,22889.77,4349055.9,65.4327
0.819,200,90000,0.1169,25227.75,5045550.1,63.681
0.819,210,90000,0.106,27697.83,5816544.58,61.1015
0.819,220,90000,0.0966,30298.43,6665653.7,57.6541
0.819,230,90000,0.0884,33028.29,7596505.91,53.2984
0.819,240,90000,0.0812,35886.42,8612740.8,47.994
0.819,250,90000,0.0748,38872.03,9718006.88,41.7004
0.819,260,90000,0.0692,41984.46,10915959.88,34.377
0.819,270,90000,0.0641,45223.19,12210261.36,25.983
0.819,280,90000,0.0596,48587.78,13604577.74,16.4777
0.819,290,90000,0.0556,52077.86,15102579.4,5.8204
0.819,300,90000,0.052,55693.13,16707940.07,-6.0298
0.819,310,90000,0.0487,59433.34,18424336.25,-19.1138
0.819,320,90000,0.0457,63298.27,20255446.8,-33.4723
0.819,330,90000,0.0429,67287.74,22204952.57,-49.1464
0.819,340,90000,0.0405,71401.58,24276536.13,-66.1768
0.819,350,90000,0.0382,75639.66,26473881.49,-84.6046
0.819,360,90000,0.0361,80001.87,28800673.92,-104.4708
0.819,370,90000,0.0342,84488.11,31260599.78,-125.8161
0.819,380,90000,0.0324,89098.28,33857346.39,-148.6817
0.819,390,90000,0.0307,93832.31,36594601.86,-173.1086
0.819,10,100000,51.9575,292521.1,2925211.03,-23.8637
0.819,20,100000,12.9894,73361.23,1467224.67,-3.8954
0.819,30,100000,5.7731,33049.8,991494.02,6.2503
0.819,40,100000,3.2473,19264.14,770565.62,13.848
0.819,50,100000,2.0783,13238.1,661905.03,20.323
0.819,60,100000,1.4433,10341.07,620464.33,26.1259
0.819,70,100000,1.0604,8986.41,629048.89,31.4284
0.819,80,100000,0.8118,8511.36,680909.05,36.2983
0.819,90,100000,0.6415,8599.3,773937.37,40.7564
0.819,100,100000,0.5196,9083.48,908347.51,44.8007
0.819,110,100000,0.4294,9869.27,1085619.21,48.4164
0.819,120,100000,0.3608,10899.76,1307970.73,51.5813
0.819,130,100000,0.3074,12139.04,1578074.79,54.2687
0.819,140,100000,0.2651,13563.55,1898896.32,56.4489
0.819,150,100000,0.2309,15157.3,2273595.01,58.0903
0.819,160,100000,0.203,16909.15,2705464.44,59.16
0.819,170,100000,0.1798,18811.13,3197892.75,59.6242
0.819,180,100000,0.1604,20857.42,3754336.32,59.4482
0.819,190,100000,0.1439,23043.69,4378301.85,58.5969
0.819,200,100000,0.1299,25366.67,5073333.76,57.035
0.819,210,100000,0.1178,27823.83,5843005.2,54.7267
0.819,220,100000,0.1074,30413.23,6690911.57,51.6361
0.819,230,100000,0.0982,33133.33,7620665.61,47.727
0.819,240,100000,0.0902,35982.89,8635893.84,42.9631
0.819,250,100000,0.0831,38960.94,9740233.81,37.3081
0.819,260,100000,0.0769,42066.66,10937331.92,30.7256
0.819,270,100000,0.0713,45299.41,12230841.84,23.1789
0.819,280,100000,0.0663,48658.65,13624423.2,14.6315
0.819,290,100000,0.0618,52143.93,15121740.54,5.0467
0.819,300,100000,0.0577,55754.88,16726462.5,-5.6121
0.819,310,100000,0.0541,59491.17,18442261.19,-17.3816
0.819,320,100000,0.0507,63352.54,20272811.58,-30.2987
0.819,330,100000,0.0477,67338.76,22221791.15,-44.4001
0.819,340,100000,0.0449,71449.65,24292879.46,-59.7226
0.819,350,100000,0.0424,75685.02,26489757.86,-76.3029
0.819,360,100000,0.0401,80044.75,28816109.28,-94.178
0.819,370,100000,0.038,84528.7,31275617.98,-113.3847
0.819,380,100000,0.036,89136.76,33871969.37,-133.9598
0.819,390,100000,0.0342,93868.85,36608849.89,-155.9402
0.819,10,110000,57.1532,353937.6,3539376.01,-27.2776
0.819,20,110000,14.2883,88715.36,1774307.16,-6.3329
0.819,30,110000,6.3504,39873.86,1196215.68,3.821
0.819,40,110000,3.5721,23102.67,924106.86,11.1933
0.819,50,110000,2.2861,15694.76,784738.02,17.3588
0.819,60,110000,1.5876,12047.09,722825.16,22.8202
0.819,70,110000,1.1664,10239.81,716786.74,27.7737
0.819,80,110000,0.893,9471,757679.67,32.3005
0.819,90,110000,0.7056,9357.53,842177.92,36.4309
0.819,100,110000,0.5715,9697.64,969764.01,40.1696
0.819,110,110000,0.4723,10376.84,1141452.39,43.5073
0.819,120,110000,0.3969,11326.26,1359151.14,46.4268
0.819,130,110000,0.3382,12502.45,1625318.25,48.9057
0.819,140,110000,0.2916,13876.89,1942765.25,50.9184
0.819,150,110000,0.254,15430.26,2314539.34,52.4372
0.819,160,110000,0.2233,17149.06,2743849.76,53.4329
0.819,170,110000,0.1978,19023.65,3234020.1,53.8754
0.819,180,110000,0.1764,21046.98,3788456.6,53.7336
0.819,190,110000,0.1583,23213.82,4410626.32,52.9761
0.819,200,110000,0.1429,25520.21,5104042.01,51.5709
0.819,210,110000,0.1296,27963.1,5872251.15,49.4857
0.819,220,110000,0.1181,30540.13,6718828.16,46.6881
0.819,230,110000,0.108,33249.43,7647368.43,43.1454
0.819,240,110000,0.0992,36089.52,8661484.05,38.8247
0.819,250,110000,0.0914,39059.2,9764800.4,33.6931
0.819,260,110000,0.0845,42157.51,10960953.65,27.7176
0.819,270,110000,0.0784,45383.66,12253588.69,20.8649
0.819,280,110000,0.0729,48736.99,13646357.67,13.1019
0.819,290,110000,0.068,52216.96,15142918.64,4.3954
0.819,300,110000,0.0635,55823.12,16746934.67,-5.288
0.819,310,110000,0.0595,59555.07,18462072.96,-15.9816
0.819,320,110000,0.0558,63412.51,20292004.24,-27.7188
0.819,330,110000,0.0525,67395.16,22240402.21,-40.5329
0.819,340,110000,0.0494,71502.77,24310943.13,-54.4575
0.819,350,110000,0.0467,75735.16,26507305.43,-69.5258
0.819,360,110000,0.0441,80092.14,28833169.42,-85.7715
0.819,370,110000,0.0417,84573.56,31292217.03,-103.2279
0.819,380,110000,0.0396,89179.29,33888131.6,-121.9286
0.819,390,110000,0.0376,93909.22,36624597.71,-141.907
0.819,10,120000,62.349,421203.29,4212032.89,-30.6099
0.819,20,120000,15.5872,105531.78,2110635.61,-8.6079
0.819,30,120000,6.9277,47347.82,1420434.64,1.6341
0.819,40,120000,3.8968,27306.78,1092271.08,8.8591
0.819,50,120000,2.494,18385.39,919269.4,14.7912
0.819,60,120000,1.7319,13915.58,834934.64,19.9843
0.819,70,120000,1.2724,11612.58,812880.58,24.6584
0.819,80,120000,0.9742,10522.02,841761.78,28.9081
0.819,90,120000,0.7697,10187.97,916917.57,32.7722
0.819,100,120000,0.6235,10370.3,1037029.7,36.2616
0.819,110,120000,0.5153,10932.75,1202603.02,39.3721
0.819,120,120000,0.433,11793.38,1415205.88,42.0908
0.819,130,120000,0.3689,12900.47,1677061.09,44.399
0.819,140,120000,0.3181,14220.09,1990812.17,46.2748
0.819,150,120000,0.2771,15729.22,2359383.13,47.6937
0.819,160,120000,0.2436,17411.82,2785890.81,48.6298
0.819,170,120000,0.2157,19256.4,3273588.16,49.056
0.819,180,120000,0.1924,21254.59,3825826.43,48.9444
0.819,190,120000,0.1727,23400.15,4446029.32,48.2664
0.819,200,120000,0.1559,25688.37,5137674.85,46.993
0.819,210,120000,0.1414,28115.63,5904282.43,45.095
0.819,220,120000,0.1288,30679.11,6749403.47,42.5426
0.819,230,120000,0.1179,33376.58,7676614.38,39.3062
0.819,240,120000,0.1082,36206.3,8689511.42,35.3558
0.819,250,120000,0.0998,39166.83,9791706.68,30.6612
0.819,260,120000,0.0922,42257.02,10986825.07,25.1922
0.819,270,120000,0.0855,45475.93,12278501.91,18.9186
0.819,280,120000,0.0795,48822.79,13670381.13,11.8099
0.819,290,120000,0.0741,52296.94,15166113.71,3.8358
0.819,300,120000,0.0693,55897.86,16769356.57,-5.0342
0.819,310,120000,0.0649,59625.07,18483771.57,-14.8306
0.819,320,120000,0.0609,63478.2,20313024.77,-25.5841
0.819,330,120000,0.0573,67456.93,22260785.75,-37.325
0.819,340,120000,0.0539,71560.96,24330727.16,-50.0842
0.819,350,120000,0.0509,75790.07,26526524.2,-63.8922
0.819,360,120000,0.0481,80144.04,28851854.33,-78.7796
0.819,370,120000,0.0455,84622.69,31310396.95,-94.7771
0.819,380,120000,0.0432,89225.88,33905833.1,-111.9154
0.819,390,120000,0.041,93953.45,36641845.32,-130.2251
0.819,10,130000,67.5447,494318.17,4943181.68,-33.8795
0.819,20,130000,16.8862,123810.5,2476210,-10.7579
0.819,30,130000,7.505,55471.7,1664150.91,-0.3663
0.819,40,130000,4.2215,31876.46,1275058.28,6.7716
0.819,50,130000,2.7018,21309.98,1065499.16,12.5285
0.819,60,130000,1.8762,15946.55,956792.77,17.5097
0.819,70,130000,1.3785,13104.72,917330.41,21.9582
0.819,80,130000,1.0554,11664.44,933155.38,25.9814
0.819,90,130000,0.8339,11090.63,998156.33,29.6263
0.819,100,130000,0.6754,11101.45,1110144.58,32.9098
0.819,110,130000,0.5582,11537.01,1269071.09,35.8322
0.819,120,130000,0.4691,12301.12,1476134.95,38.3844
0.819,130,130000,0.3997,13333.1,1733303.3,40.5511
0.819,140,130000,0.3446,14593.12,2043037.09,42.3135
0.819,150,130000,0.3002,16054.18,2408126.39,43.65
0.819,160,130000,0.2638,17697.42,2831587.61,44.5376
0.819,170,130000,0.2337,19509.39,3316596.91,44.9516
0.819,180,130000,0.2085,21480.25,3866445.8,44.867
0.819,190,130000,0.1871,23602.69,4484510.83,44.2576
0.819,200,130000,0.1689,25871.16,5174232.29,43.097
0.819,210,130000,0.1532,28281.42,5939099.04,41.3583
0.819,220,130000,0.1396,30830.17,6782637.51,39.0145
0.819,230,130000,0.1277,33514.8,7708403.46,36.0381
0.819,240,130000,0.1173,36333.23,8719975.95,32.4018
0.819,250,130000,0.1081,39283.81,9820952.63,28.0776
0.819,260,130000,0.0999,42365.18,11014946.17,23.038
0.819,270,130000,0.0927,45576.23,12305581.5,17.255
0.819,280,130000,0.0862,48916.05,13696493.58,10.7006
0.819,290,130000,0.0803,52383.88,15191325.74,3.3468
0.819,300,130000,0.075,55979.09,16793728.19,-4.8344
0.819,310,130000,0.0703,59701.15,18507357.01,-13.8712
0.819,320,130000,0.066,63549.6,20335873.16,-23.7918
0.819,330,130000,0.062,67524.07,22282941.78,-34.6243
0.819,340,130000,0.0584,71624.21,24352231.53,-46.397
0.819,350,130000,0.0551,75849.75,26547414.17,-59.1381
0.819,360,130000,0.0521,80200.46,28872164.02,-72.8758
0.819,370,130000,0.0493,84676.1,31330157.72,-87.6385
0.819,380,130000,0.0468,89276.51,33925073.86,-103.4545
0.819,390,130000,0.0444,94001.52,36660592.73,-120.352
0.819,10,140000,72.7405,573282.24,5732822.36,-37.0999
0.819,20,140000,18.1851,143551.52,2871030.34,-12.8096
0.819,30,140000,8.0823,64245.48,1927364.47,-2.2203
0.819,40,140000,4.5463,36811.71,1472468.45,4.8778
0.819,50,140000,2.9096,24468.55,1223427.3,10.5056
0.819,60,140000,2.0206,18139.99,1088399.55,15.3189
0.819,70,140000,1.4845,14716.23,1030136.22,19.584
0.819,80,140000,1.1366,12898.26,1031860.47,23.4205
0.819,90,140000,0.898,12065.49,1085894.18,26.8834
0.819,100,140000,0.7274,11891.09,1189108.65,29.9951
0.819,110,140000,0.6012,12189.61,1340856.61,32.76
0.819,120,140000,0.5051,12849.49,1541938.34,35.1726
0.819,130,140000,0.4304,13800.35,1794044.9,37.2207
0.819,140,140000,0.3711,14996,2099439.99,38.8882
0.819,150,140000,0.3233,16405.13,2460769.1,40.1561
0.819,160,140000,0.2841,18005.88,2880940.15,41.0038
0.819,170,140000,0.2517,19782.63,3363046.36,41.409
0.819,180,140000,0.2245,21723.97,3910314.73,41.3488
0.819,190,140000,0.2015,23821.43,4526070.87,40.7995
0.819,200,140000,0.1819,26068.57,5213714.32,39.7366
0.819,210,140000,0.1649,28460.48,5976700.98,38.1356
0.819,220,140000,0.1503,30993.32,6818530.26,35.9714
0.819,230,140000,0.1375,33664.07,7742735.66,33.2188
0.819,240,140000,0.1263,36470.32,8752877.65,29.8523
0.819,250,140000,0.1164,39410.15,9852538.26,25.8465
0.819,260,140000,0.1076,42481.99,11045316.97,21.1755
0.819,270,140000,0.0998,45684.55,12334827.45,15.8136
0.819,280,140000,0.0928,49016.77,13724695.04,9.7348
0.819,290,140000,0.0865,52477.77,15218554.72,2.9133
0.819,300,140000,0.0808,56066.83,16820049.55,-4.6771
0.819,310,140000,0.0757,59783.32,18532829.29,-13.0624
0.819,320,140000,0.071,63626.72,20360549.44,-22.2686
0.819,330,140000,0.0668,67596.58,22306870.28,-32.3221
0.819,340,140000,0.0629,71692.52,24375456.26,-43.2488
0.819,350,140000,0.0594,75914.22,26569975.33,-55.0751
0.819,360,140000,0.0561,80261.38,28894098.49,-67.8271
0.819,370,140000,0.0531,84733.78,31351499.36,-81.5311
0.819,380,140000,0.0504,89331.19,33945853.87,-96.2133
0.819,390,140000,0.0478,94053.44,36680839.93,-111.9001
0.819,10,150000,77.9362,658095.5,6580954.95,-40.2808
0.819,20,150000,19.4841,164754.83,3295096.64,-14.7828
0.819,30,150000,8.6596,73669.18,2210075.33,-3.957
0.819,40,150000,4.871,42112.54,1684501.6,3.1391
0.819,50,150000,3.1174,27861.08,1393053.81,8.6744
0.819,60,150000,2.1649,20495.92,1229754.99,13.3553
0.819,70,150000,1.5905,16447.11,1151298.02,17.4706
0.819,80,150000,1.2178,14223.46,1137877.04,21.1524
0.819,90,150000,0.9622,13112.57,1180131.14,24.463
0.819,100,150000,0.7794,12739.22,1273921.91,27.43
0.819,110,150000,0.6441,12890.54,1417959.57,30.062
0.819,120,150000,0.5412,13438.47,1612616.05,32.3566
0.819,130,150000,0.4612,14302.2,1859285.86,34.3044
0.819,140,150000,0.3976,15428.72,2160020.89,35.8918
0.819,150,150000,0.3464,16782.08,2517311.27,37.1021
0.819,160,150000,0.3044,18337.18,2933948.44,37.9168
0.819,170,150000,0.2697,20076.1,3412936.51,38.3158
0.819,180,150000,0.2405,21985.74,3957433.21,38.2781
0.819,190,150000,0.2159,24056.37,4570709.43,37.7819
0.819,200,150000,0.1948,26280.6,5256120.95,36.8048
0.819,210,150000,0.1767,28652.8,6017088.25,35.3239
0.819,220,150000,0.161,31168.55,6857081.75,33.3163
0.819,230,150000,0.1473,33824.4,7779610.99,30.7583
0.819,240,150000,0.1353,36617.57,8788216.51,27.6266
0.819,250,150000,0.1247,39545.85,9886463.56,23.8972
0.819,260,150000,0.1153,42607.45,11077937.45,19.5463
0.819,270,150000,0.1069,45800.89,12366239.77,14.5499
0.819,280,150000,0.0994,49124.95,13754985.49,8.8839
0.819,290,150000,0.0927,52578.62,15247800.68,2.5241
0.819,300,150000,0.0866,56161.07,16848320.64,-4.5538
0.819,310,150000,0.0811,59871.58,18560188.41,-12.3739
0.819,320,150000,0.0761,63709.54,20387053.58,-20.9608
0.819,330,150000,0.0716,67674.46,22332571.27,-30.3386
0.819,340,150000,0.0674,71765.89,24400401.34,-40.5319
0.819,350,150000,0.0636,75983.45,26594207.69,-51.565
0.819,360,150000,0.0601,80326.83,28917657.72,-63.4623
0.819,370,150000,0.0569,84795.73,31374421.87,-76.2485
0.819,380,150000,0.054,89389.93,33968173.15,-89.9479
0.819,390,150000,0.0512,94109.2,36702586.91,-104.585
0.819,10,160000,83.132,748757.94,7487579.45,-43.4296
0.819,20,160000,20.783,187420.44,3748408.88,-16.692
0.819,30,160000,9.2369,83742.78,2512283.5,-5.5985
0.819,40,160000,5.1957,47778.94,1911157.72,1.5263
0.819,50,160000,3.3253,31487.57,1574378.71,6.9989
0.819,60,160000,2.3092,23014.32,1380859.07,11.5762
0.819,70,160000,1.6966,18297.37,1280815.81,15.5692
0.819,80,160000,1.2989,15640.06,1251205.1,19.1221
0.819,90,160000,1.0263,14231.86,1280867.19,22.3044
0.819,100,160000,0.8313,13645.84,1364584.36,25.149
0.819,110,160000,0.687,13639.82,1500379.98,27.668
0.819,120,160000,0.5773,14068.07,1688168.09,29.8621
0.819,130,160000,0.4919,14838.66,1929026.21,31.7245
0.819,140,160000,0.4241,15891.28,2224779.78,33.2438
0.819,150,160000,0.3695,17185.02,2577752.9,34.4055
0.819,160,160000,0.3247,18691.33,2990612.47,35.1929
0.819,170,160000,0.2877,20389.81,3466267.37,35.5878
0.819,180,160000,0.2566,22265.56,4007801.24,35.5709
0.819,190,160000,0.2303,24307.51,4618426.51,35.1223
0.819,200,160000,0.2078,26507.26,5301452.18,34.2212
0.819,210,160000,0.1885,28858.38,6060260.84,32.8464
0.819,220,160000,0.1718,31355.87,6898291.95,30.9764
0.819,230,160000,0.1571,33995.78,7819029.45,28.5896
0.819,240,160000,0.1443,36774.97,8825992.53,25.6638
0.819,250,160000,0.133,39690.91,9922728.54,22.177
0.819,260,160000,0.123,42741.57,11112807.62,18.1067
0.819,270,160000,0.114,45925.25,12399818.45,13.4307
0.819,280,160000,0.106,49240.59,13787364.93,8.1263
0.819,290,160000,0.0988,52686.43,15279063.59,2.1709
0.819,300,160000,0.0924,56261.8,16878541.45,-4.458
0.819,310,160000,0.0865,59965.92,18589434.36,-11.7834
0.819,320,160000,0.0812,63798.08,20415385.6,-19.8278
0.819,330,160000,0.0763,67757.71,22360044.74,-28.6142
0.819,340,160000,0.0719,71844.31,24427066.76,-38.1653
0.819,350,160000,0.0679,76057.46,26620111.24,-48.504
0.819,360,160000,0.0641,80396.78,28942841.74,-59.6533
0.819,370,160000,0.0607,84861.96,31398925.23,-71.6361
0.819,380,160000,0.0576,89452.71,33992031.69,-84.4753
0.819,390,160000,0.0547,94168.8,36725833.7,-98.1938
0.819,10,170000,88.3277,845269.58,8452695.84,-46.5521
0.819,20,170000,22.0819,211548.35,4230967.08,-18.5487
0.819,30,170000,9.8142,94466.3,2833988.96,-7.1615
0.819,40,170000,5.5205,53810.92,2152436.82,0.0172
0.819,50,170000,3.5331,35348.04,1767401.99,5.4518
0.819,60,170000,2.4535,25695.2,1541711.8,9.9491
0.819,70,170000,1.8026,20266.99,1418689.58,13.8424
0.819,80,170000,1.3801,17148.06,1371844.65,17.2876
0.819,90,170000,1.0905,15423.36,1388102.35,20.3616
0.819,100,170000,0.8833,14610.96,1461096,23.1019
0.819,110,170000,0.73,14437.43,1588117.83,25.5244
0.819,120,170000,0.6134,14738.29,1768594.46,27.6324
0.819,130,170000,0.5226,15409.74,2003265.93,29.4216
0.819,140,170000,0.4507,16383.69,2293716.67,30.8828
0.819,150,170000,0.3926,17613.96,2642094,32.0031
0.819,160,170000,0.345,19068.33,3050932.25,32.7679
0.819,170,170000,0.3056,20723.76,3523038.92,33.1604
0.819,180,170000,0.2726,22563.44,4061418.81,33.1631
0.819,190,170000,0.2447,24574.85,4669222.11,32.7575
