rho,V,W,CL,TR,PR,RC
0.413,160,180000,0.7245,15290.89,2446542.52,10.5613
0.413,170,180000,0.6417,15477.64,2631199.4,11.045
0.413,180,180000,0.5724,15862.28,2855210.99,11.3101
0.413,190,180000,0.5137,16416.99,3119228.76,11.3529
0.413,200,180000,0.4637,17120.73,3424146.58,11.1685
0.413,210,180000,0.4205,17957.35,3771042.98,10.7509
0.413,220,180000,0.3832,18914.27,4161139.23,10.0932
0.413,230,180000,0.3506,19981.6,4595768.26,9.1882
0.413,240,180000,0.322,21151.46,5076351.44,8.0279
0.413,250,180000,0.2967,22417.52,5604380.86,6.6039
0.413,260,180000,0.2744,23774.64,6181405.76,4.9078
0.413,270,180000,0.2544,25218.6,6809021.91,2.9306
0.413,280,180000,0.2366,26745.94,7488863.34,0.6633
0.413,290,180000,0.2205,28353.78,8222595.71,-1.9034
0.413,300,180000,0.2061,30039.7,9011911.05,-4.7789
0.413,310,180000,0.193,31801.69,9858523.54,-7.9727
0.413,320,180000,0.1811,33638.02,10764165.98,-11.4945
0.413,330,180000,0.1703,35547.23,11730587.03,-15.3539
0.413,340,180000,0.1604,37528.08,12759548.86,-19.5608
0.413,350,180000,0.1514,39579.5,13852825.19,-24.125
0.413,360,180000,0.1431,41700.55,15012199.73,-29.0564
0.413,370,180000,0.1355,43890.45,16239464.82,-34.3649
0.413,380,180000,0.1284,46148.47,17536420.26,-40.0607
0.413,390,180000,0.1219,48474.03,18904872.4,-46.1536
0.413,10,190000,195.7653,2093694.19,20936941.92,-108.7643
0.413,20,190000,48.9413,523540.01,10470800.28,-52.2492
0.413,30,190000,21.7517,232908.76,6987262.67,-32.4847
0.413,40,190000,12.2353,131350.87,5254034.7,-21.9323
0.413,50,190000,7.8306,84522.97,4226148.27,-15.0923
0.413,60,190000,5.4379,59275.38,3556522.97,-10.1378
0.413,70,190000,3.9952,44249.64,3097474.9,-6.2916
0.413,80,190000,3.0588,34701.17,2776093.83,-3.17
0.413,90,190000,2.4169,28363.36,2552702.28,-0.5642
0.413,100,190000,1.9577,24042.39,2404239.13,1.6474
0.413,110,190000,1.6179,21060.97,2316706.78,3.5382
0.413,120,190000,1.3595,19011.62,2281394.61,5.1542
0.413,130,190000,1.1584,17637.27,2292845.58,6.524
0.413,140,190000,0.9988,16769.24,2347694.21,7.6655
0.413,150,190000,0.8701,16293.13,2443969.42,8.5889
0.413,160,190000,0.7647,16129.12,2580658.76,9.2996
0.413,170,190000,0.6774,16220.16,2757426.44,9.7993
0.413,180,190000,0.6042,16524.59,2974425.42,10.0874
0.413,190,190000,0.5423,17011.41,3232168.75,10.161
0.413,200,190000,0.4894,17657.2,3531439.57,10.016
0.413,210,190000,0.4439,18443.94,3873226.78,9.6472
0.413,220,190000,0.4045,19357.63,4258678.31,9.0486
0.413,230,190000,0.3701,20387.25,4689066.51,8.2136
0.413,240,190000,0.3399,21524.01,5165762.26,7.1348
0.413,250,190000,0.3132,22760.86,5690215.25,5.8046
0.413,260,190000,0.2896,24092.07,6263938.83,4.2151
0.413,270,190000,0.2685,25512.96,6888498.2,2.3581
0.413,280,190000,0.2497,27019.65,7565501.19,0.2251
0.413,290,190000,0.2328,28608.93,8296590.87,-2.1927
0.413,300,190000,0.2175,30278.13,9083439.71,-4.9038
0.413,310,190000,0.2037,32024.98,9927744.82,-7.9174
0.413,320,190000,0.1912,33847.58,10831224.1,-11.2425
0.413,330,190000,0.1798,35744.28,11795613.09,-14.8881
0.413,340,190000,0.1693,37713.71,12822662.38,-18.8635
0.413,350,190000,0.1598,39754.67,13914135.47,-23.1779
0.413,360,190000,0.1511,41866.13,15071806.95,-27.8408
