rho,W,V,S,b,AR,Cd0,e,CL,CD,CL/CD,TR,PR,TA,PA,RC
0.525,170000,180,34,33,32.02941176,0.032,0.87,0.587889477,0.035949967,16.35299055,10395.65207,1871217.372,34541.14286,6217405.714,25.56581378
0.413,180000,100,103,40,15.53398058,0.032,0.87,0.846282235,0.048877138,17.31448029,10395.92277,1039592.277,27172.36571,2717236.571,9.320246078
0.413,190000,90,47,54,62.04255319,0.1,0.93,2.416855404,0.1322403,18.27623954,10396.0117,935641.0528,27172.36571,2445512.914,7.946694008
1.007,200000,150,17,17.47,17.95299412,0.032,0.87,1.038482258,0.053989349,19.23494682,10397.74125,1559661.187,66253.20163,9937980.245,41.89159529
0.819,170000,30,47,54,62.04255319,0.032,0.87,9.814194211,0.600290941,16.34906265,10398.14964,311944.4893,53884.18286,1616525.486,7.674005861
1.112,70000,130,34,33,32.02941176,0.032,0.87,0.219107693,0.032548678,6.731692594,10398.57347,1351814.551,73161.4302,9510985.927,116.5595911
1.112,130000,70,103,40,15.53398058,0.032,0.87,0.46327115,0.037057534,12.5014024,10398.83334,727918.3337,73161.4302,5121300.114,33.79524447
0.525,50000,190,34,33,32.02941176,0.032,0.87,0.155186728,0.03227524,4.808228512,10398.84021,1975779.64,34541.14286,6562817.143,91.74075005
1.112,130000,60,47,54,62.04255319,0.1,0.93,1.381873225,0.110539843,12.5011325,10399.05785,623943.4708,73161.4302,4389685.812,28.96724878
1.007,170000,130,34,33,32.02941176,0.032,0.87,0.587602757,0.035946115,16.34676654,10399.6102,1351949.326,66253.20163,8612916.212,42.71156992
0.819,130000,100,47,54,62.04255319,0.051,0.77,0.675447484,0.054041397,12.49870505,10401.07751,1040107.751,53884.18286,5388418.286,33.44854257
1.225,190000,100,17,17.47,17.95299412,0.032,0.87,1.824729892,0.099890872,18.26723367,10401.137,1040113.7,80596,8059600,36.94466474
0.525,50000,150,34,33,32.02941176,0.051,0.77,0.248988484,0.051800551,4.806676336,10402.19822,1560329.732,34541.14286,5181171.429,72.41683393
0.413,200000,130,34,33,32.02941176,0.051,0.77,1.685560394,0.0876876,19.22233472,10404.56339,1352593.24,27172.36571,3532407.543,10.89907151
0.413,190000,140,34,33,32.02941176,0.051,0.77,1.380697557,0.075616583,18.2591899,10405.71904,1456800.665,27172.36571,3804131.2,12.35437124
0.819,150000,130,17,17.47,17.95299412,0.051,0.77,1.27497517,0.088449515,14.41472208,10406.02789,1352783.626,53884.18286,7004943.771,37.68106764
0.819,200000,140,34,33,32.02941176,0.032,0.87,0.73289389,0.038138812,19.21648447,10407.73094,1457082.331,53884.18286,7543785.6,30.43351634
1.007,70000,150,17,17.47,17.95299412,0.051,0.77,0.36346879,0.054043526,6.725482561,10408.17508,1561226.262,66253.20163,9937980.245,119.667914
0.413,130000,210,17,17.47,17.95299412,0.051,0.77,0.839722491,0.067244798,12.48754579,10410.37224,2186178.17,27172.36571,5706196.8,27.07706638
1.225,140000,20,47,54,62.04255319,0.032,0.87,12.15805471,0.904146866,13.44699094,10411.25116,208225.0232,80596,1611920,10.02639269
0.413,200000,110,34,33,32.02941176,0.051,0.77,2.354212451,0.122568509,19.20731902,10412.69736,1145396.709,27172.36571,2988960.229,9.217817596
0.525,190000,120,47,54,62.04255319,0.051,0.77,1.069458516,0.058624614,18.24248292,10415.24889,1249829.867,34541.14286,4144937.143,15.23740672
1.112,100000,70,34,33,32.02941176,0.1,0.93,1.079568518,0.112460597,9.599526797,10417.18015,729202.6105,73161.4302,5121300.114,43.92097504
0.413,170000,150,34,33,32.02941176,0.051,0.77,1.076136669,0.065954281,16.31640373,10418.96259,1562844.388,27172.36571,4075854.857,14.78241452
1.225,150000,40,34,33,32.02941176,0.051,0.77,4.50180072,0.312699683,14.39656311,10419.15344,416766.1376,80596,3223840,18.71382575
0.525,190000,80,47,54,62.04255319,0.1,0.93,2.406281662,0.131958815,18.23509605,10419.46801,833557.441,34541.14286,2763291.429,10.15649467
0.819,130000,70,47,54,62.04255319,0.1,0.93,1.378464253,0.110487905,12.47615519,10419.8768,729391.3761,53884.18286,3771892.8,23.40385711
1.007,120000,70,85,24,6.776470588,0.032,0.87,0.572224918,0.049688095,11.51633833,10419.97869,729398.5085,66253.20163,4637724.114,32.56938005
1.112,150000,170,17,17.47,17.95299412,0.032,0.87,0.549123087,0.03814828,14.39443905,10420.6909,1771517.453,73161.4302,12437443.13,71.10617121
1.007,150000,100,17,17.47,17.95299412,0.051,0.77,1.752438811,0.121750329,14.39370904,10421.21941,1042121.941,66253.20163,6625320.163,37.22132148
1.007,190000,110,17,17.47,17.95299412,0.032,0.87,1.834508948,0.1006205,18.23196013,10421.26017,1146338.619,66253.20163,7287852.18,32.32375558
1.007,90000,190,17,17.47,17.95299412,0.032,0.87,0.291264068,0.033729769,8.635222817,10422.42938,1980261.582,66253.20163,12588108.31,117.8649636
0.525,130000,160,47,54,62.04255319,0.032,0.87,0.411600811,0.032999572,12.47291378,10422.58467,1667613.548,34541.14286,5526582.857,29.6843793
0.819,110000,30,103,40,15.53398058,0.051,0.77,2.897737526,0.274570737,10.55370123,10422.88365,312686.5095,53884.18286,1616525.486,11.8530816
0.413,90000,120,103,40,15.53398058,0.032,0.87,0.293847998,0.034034763,8.633760694,10424.19441,1250903.33,27172.36571,3260683.886,22.33089507
0.413,70000,300,17,17.47,17.95299412,0.032,0.87,0.22155755,0.033000892,6.713683619,10426.4669,3127940.069,27172.36571,8151709.714,71.7681378
1.007,150000,100,34,33,32.02941176,0.051,0.77,0.876219405,0.060914171,14.38449204,10427.89691,1042789.691,66253.20163,6625320.163,37.21686982
0.413,140000,180,47,54,62.04255319,0.032,0.87,0.445210206,0.033169477,13.422286,10430.41401,1877474.522,27172.36571,4891025.829,21.52536647
0.413,150000,70,34,33,32.02941176,0.1,0.93,4.36009755,0.30325014,14.37789132,10432.68423,730287.896,27172.36571,1902065.6,7.81185136
0.525,60000,90,85,24,6.776470588,0.051,0.77,0.331984646,0.057726855,5.75095674,10433.04666,938974.1993,34541.14286,3108702.857,36.1621443
1.112,130000,110,47,54,62.04255319,0.032,0.87,0.411135835,0.032997314,12.45967566,10433.65843,1147702.427,73161.4302,8047757.322,53.07734535
1.007,190000,90,34,33,32.02941176,0.051,0.77,1.370219646,0.075244378,18.21025949,10433.67889,939031.1,66253.20163,5962788.147,26.44082656
1.007,80000,60,103,40,15.53398058,0.051,0.77,0.428499961,0.055888757,7.667015419,10434.30796,626058.4775,66253.20163,3975192.098,41.86417026
1.112,70000,60,85,24,6.776470588,0.051,0.77,0.411435557,0.061331889,6.70834646,10434.76219,626085.7315,73161.4302,4389685.812,53.76571544
1.112,100000,50,17,17.47,17.95299412,0.1,0.93,4.231908591,0.441604098,9.583037416,10435.10483,521755.2413,73161.4302,3658071.51,31.36316269
1.007,200000,70,34,33,32.02941176,0.051,0.77,2.384270491,0.124407716,19.16497279,10435.70488,730499.3415,66253.20163,4637724.114,19.53612386
1.225,90000,50,85,24,6.776470588,0.051,0.77,0.691476591,0.080183074,8.623722664,10436.3282,521816.4098,80596,4029800,38.97759545
0.525,60000,190,34,33,32.02941176,0.032,0.87,0.186224074,0.032396345,5.748305002,10437.8595,1983193.306,34541.14286,6562817.143,76.32706395
0.413,120000,210,34,33,32.02941176,0.032,0.87,0.387564227,0.033716681,11.49473256,10439.56432,2192308.508,27172.36571,5706196.8,29.28240243
1.112,200000,80,34,33,32.02941176,0.051,0.77,1.653089293,0.086287695,19.15787987,10439.56854,835165.4834,73161.4302,5852914.416,25.08874466
0.525,90000,90,47,54,62.04255319,0.1,0.93,0.900596645,0.104476704,8.620071363,10440.74883,939667.3947,34541.14286,3108702.857,24.10039403
1.225,190000,50,103,40,15.53398058,0.032,0.87,1.204676045,0.066198644,18.19789601,10440.76743,522038.3717,80596,4029800,18.46190331
1.112,70000,100,17,17.47,17.95299412,0.1,0.93,0.740584003,0.110461625,6.704446002,10440.83284,1044083.284,73161.4302,7316143.02,89.60085338
0.525,200000,210,17,17.47,17.95299412,0.032,0.87,1.016279528,0.053059137,19.15371395,10441.83914,2192786.22,34541.14286,7253640,25.3042689
1.225,170000,80,47,54,62.04255319,0.051,0.77,0.922709509,0.056675707,16.28051171,10441.93223,835354.5788,80596,6447680,33.01367895
0.413,120000,290,17,17.47,17.95299412,0.032,0.87,0.406458559,0.035368579,11.4920805,10441.9735,3028172.314,27172.36571,7879986.057,40.43178119
1.112,130000,50,103,40,15.53398058,0.051,0.77,0.908011455,0.072952274,12.44665039,10444.57713,522228.8566,73161.4302,3658071.51,24.12186657
1.225,90000,40,17,17.47,17.95299412,0.032,0.87,5.402160864,0.627044212,8.615279047,10446.55658,417862.2631,80596,3223840,31.17753041
1.225,200000,50,34,33,32.02941176,0.032,0.87,3.841536615,0.200659998,19.14450641,10446.86114,522343.0569,80596,4029800,17.53728472
0.413,150000,100,34,33,32.02941176,0.1,0.93,2.136447799,0.148800359,14.35781352,10447.27317,1044727.317,27172.36571,2717236.571,11.15006169
1.225,150000,90,17,17.47,17.95299412,0.051,0.77,1.778489173,0.123869399,14.35777668,10447.29998,940256.998,80596,7253640,42.08922001
0.819,190000,100,34,33,32.02941176,0.051,0.77,1.364648423,0.075047627,18.18376524,10448.88105,1044888.105,53884.18286,5388418.286,22.86068516
1.225,110000,170,17,17.47,17.95299412,0.032,0.87,0.365544142,0.034724544,10.52696729,10449.35326,1776390.055,80596,13701320,108.408454
1.007,90000,40,103,40,15.53398058,0.1,0.93,1.084640526,0.125934406,8.61274185,10449.63399,417985.3597,66253.20163,2650128.065,24.80158562
0.819,150000,110,17,17.47,17.95299412,0.051,0.77,1.780750444,0.124054818,14.35454486,10449.65211,1149461.732,53884.18286,5927260.114,31.85198921
0.413,190000,90,103,40,15.53398058,0.032,0.87,1.102836932,0.060660974,18.18033672,10450.85154,940576.6385,27172.36571,2445512.914,7.920717241
0.525,200000,170,17,17.47,17.95299412,0.032,0.87,1.550793328,0.081036793,19.13690403,10451.01129,1776671.919,34541.14286,5871994.286,20.47661184
0.413,150000,40,47,54,62.04255319,0.051,0.77,9.659471434,0.673009031,14.35266244,10451.02263,418040.9054,27172.36571,1086894.629,4.459024821
0.819,70000,70,85,24,6.776470588,0.051,0.77,0.410420578,0.061280976,6.697357132,10451.88402,731631.8816,53884.18286,3771892.8,43.43229883
1.112,80000,130,34,33,32.02941176,0.032,0.87,0.250408792,0.03271664,7.65386633,10452.23375,1358790.388,73161.4302,9510985.927,101.9024442
0.525,190000,80,103,40,15.53398058,0.032,0.87,1.09801202,0.060410739,18.17577534,10453.47428,836277.9421,34541.14286,2763291.429,10.14217624
1.225,150000,120,34,33,32.02941176,0.032,0.87,0.50020008,0.034859497,14.34903319,10453.66597,1254439.916,80596,9671520,56.11386722
0.819,50000,130,47,54,62.04255319,0.032,0.87,0.153720411,0.03213942,4.782924254,10453.85571,1359001.242,53884.18286,7004943.771,112.9188506
1.112,90000,140,17,17.47,17.95299412,0.051,0.77,0.485805833,0.056437111,8.607914645,10455.49401,1463769.161,73161.4302,10242600.23,97.54256741
0.413,190000,200,34,33,32.02941176,0.032,0.87,0.676541803,0.037231081,18.1714254,10455.97667,2091195.334,27172.36571,5434473.143,17.59619899
0.819,60000,120,34,33,32.02941176,0.051,0.77,0.299265005,0.052156492,5.737828508,10456.91762,1254830.114,53884.18286,6466101.943,86.85453048
1.007,180000,100,17,17.47,17.95299412,0.032,0.87,2.102926573,0.122170074,17.21310707,10457.14752,1045714.752,66253.20163,6625320.163,30.99780784
1.007,140000,90,47,54,62.04255319,0.051,0.77,0.730374638,0.05455616,13.38757408,10457.45847,941171.2627,66253.20163,5962788.147,35.86869203
0.525,60000,210,17,17.47,17.95299412,0.051,0.77,0.304883858,0.053141468,5.737211813,10458.04163,2196188.743,34541.14286,7253640,84.29085428
0.413,120000,110,85,24,6.776470588,0.032,0.87,0.565010988,0.049244926,11.47348644,10458.89587,1150478.546,27172.36571,2988960.229,15.32068069
0.819,190000,60,103,40,15.53398058,0.032,0.87,1.25129575,0.068896764,18.16189432,10461.4638,627687.828,53884.18286,3233050.971,13.7124376
0.525,100000,30,103,40,15.53398058,0.032,0.87,4.109518673,0.429969929,9.557688563,10462.78076,313883.4228,34541.14286,1036234.286,7.223508629
1.225,160000,50,34,33,32.02941176,0.1,0.93,3.073229292,0.200978373,15.29134328,10463.43654,523171.827,80596,4029800,21.91642608
1.007,70000,40,85,24,6.776470588,0.1,0.93,1.022255973,0.152808418,6.68978833,10463.70925,418548.3698,66253.20163,2650128.065,31.87970994
0.413,50000,30,85,24,6.776470588,0.051,0.77,3.165107851,0.662438942,4.777961633,10464.71358,313941.4075,27172.36571,815170.9714,10.02459128
1.112,100000,180,17,17.47,17.95299412,0.032,0.87,0.326536157,0.034174086,9.555080845,10465.6362,1883814.516,73161.4302,13169057.44,112.8524292
0.819,110000,150,34,33,32.02941176,0.032,0.87,0.351137606,0.033409149,10.51022309,10466.00049,1569900.074,53884.18286,8082627.429,59.20661232
0.819,50000,20,85,24,6.776470588,0.1,0.93,3.591180062,0.751715737,4.777311269,10466.13821,209322.7641,53884.18286,1077683.657,17.36721786
1.225,50000,70,34,33,32.02941176,0.1,0.93,0.489991915,0.102566943,4.777288857,10466.18731,732633.1115,80596,5641720,98.18173777
0.525,180000,130,34,33,32.02941176,0.051,0.77,1.193376759,0.069390173,17.19806576,10466.29327,1360618.126,34541.14286,4490348.571,17.38739137
1.112,110000,100,34,33,32.02941176,0.051,0.77,0.581887431,0.055372287,10.50864011,10467.57705,1046757.705,73161.4302,7316143.02,56.99441196
1.112,50000,10,103,40,15.53398058,0.032,0.87,8.730879374,1.828322532,4.775349656,10470.43748,104704.3748,73161.4302,731614.302,12.53819855
0.819,100000,60,17,17.47,17.95299412,0.051,0.77,3.990200069,0.417802327,9.550449614,10470.71123,628242.6736,53884.18286,3233050.971,26.04808298
0.525,110000,260,17,17.47,17.95299412,0.032,0.87,0.364642899,0.034711126,10.50507254,10471.13188,2722494.289,34541.14286,8980697.143,56.89275322
0.819,160000,60,34,33,32.02941176,0.1,0.93,3.192160055,0.208945114,15.27750514,10472.91417,628374.85,53884.18286,3233050.971,16.27922576
0.525,60000,150,34,33,32.02941176,0.051,0.77,0.298786181,0.052152794,5.729054163,10472.93293,1570939.939,34541.14286,5181171.429,60.17052482
0.525,140000,160,47,54,62.04255319,0.032,0.87,0.443262411,0.033159266,13.36767847,10473.0227,1675683.632,34541.14286,5526582.857,27.50642304
1.112,180000,160,17,17.47,17.95299412,0.032,0.87,0.743890182,0.043283189,17.18658441,10473.28519,1675725.631,73161.4302,11705828.83,55.72279557
0.819,60000,130,47,54,62.04255319,0.032,0.87,0.184464493,0.032200765,5.728574936,10473.80905,1361595.176,53884.18286,7004943.771,94.05580992
0.819,130000,150,17,17.47,17.95299412,0.051,0.77,0.829961614,0.066869336,12.4116922,10473.99484,1571099.225,53884.18286,8082627.429,50.08867849
0.413,150000,280,17,17.47,17.95299412,0.032,0.87,0.545012194,0.038056569,14.32110703,10474.05062,2932734.174,27172.36571,7608262.4,31.17018817
1.225,120000,50,103,40,15.53398058,0.051,0.77,0.760848029,0.066413196,11.45627784,10474.6063,523730.3148,80596,4029800,29.21724738
0.413,90000,230,17,17.47,17.95299412,0.051,0.77,0.484638442,0.056411012,8.591202838,10475.83228,2409441.424,27172.36571,6249644.114,42.66891878
0.819,190000,180,17,17.47,17.95299412,0.032,0.87,0.84237557,0.046468574,18.12785487,10481.10774,1886599.393,53884.18286,9699152.914,41.11870274
0.525,70000,190,34,33,32.02941176,0.032,0.87,0.21726142,0.03253947,6.676857959,10483.97321,1991954.911,34541.14286,6562817.143,65.29803189
1.112,140000,110,47,54,62.04255319,0.032,0.87,0.442761669,0.033156649,13.35363152,10484.03948,1153244.342,73161.4302,8047757.322,49.24652129
0.413,150000,180,47,54,62.04255319,0.032,0.87,0.477010935,0.033342512,14.30638873,10484.82624,1887268.723,27172.36571,4891025.829,20.02504737
1.225,120000,70,17,17.47,17.95299412,0.1,0.93,2.351961193,0.205514178,11.44427709,10485.59023,733991.3161,80596,5641720,40.89773903
0.525,120000,110,17,17.47,17.95299412,0.1,0.93,2.222376554,0.194207571,11.44330542,10486.48058,1153512.863,34541.14286,3799525.714,22.05010709
0.525,110000,40,34,33,32.02941176,0.1,0.93,7.703081232,0.734406167,10.48885695,10487.32007,419492.8026,34541.14286,1381645.714,8.746844652
1.225,160000,160,17,17.47,17.95299412,0.032,0.87,0.600240096,0.039346225,15.25534148,10488.12969,1678100.751,80596,12895360,70.10787031
0.819,100000,210,17,17.47,17.95299412,0.032,0.87,0.325730618,0.034163373,9.534498224,10488.22892,2202528.073,53884.18286,11315678.4,91.13150327
0.413,120000,120,17,17.47,17.95299412,0.1,0.93,2.373830888,0.207485546,11.4409458,10488.64335,1258637.202,27172.36571,3260683.886,16.68372237
0.413,150000,140,47,54,62.04255319,0.051,0.77,0.78852828,0.055145,14.29918004,10490.11199,1468615.679,27172.36571,3804131.2,15.57010348
0.413,60000,120,34,33,32.02941176,0.1,0.93,0.593457722,0.10376546,5.71922221,10490.93702,1258912.442,27172.36571,3260683.886,33.36285739
0.413,200000,190,17,17.47,17.95299412,0.032,0.87,1.57817012,0.082783408,19.06384571,10491.06267,1993301.907,27172.36571,5162749.486,15.84723789
1.007,150000,120,17,17.47,17.95299412,0.051,0.77,1.216971396,0.085119565,14.29719951,10491.56514,1258987.817,66253.20163,7950384.196,44.60930919
0.413,170000,270,17,17.47,17.95299412,0.032,0.87,0.664281895,0.040997442,16.20300845,10491.87875,2832807.261,27172.36571,7336538.743,26.49253813
0.819,200000,170,17,17.47,17.95299412,0.032,0.87,0.994098287,0.052149898,19.0623245,10491.89987,1783622.978,53884.18286,9160311.086,36.88344054
0.525,110000,40,103,40,15.53398058,0.1,0.93,2.542764679,0.242533512,10.4841787,10491.99972,419679.9888,34541.14286,1381645.714,8.745142959
1.007,120000,80,17,17.47,17.95299412,0.1,0.93,2.190548513,0.191528483,11.43719448,10492.08354,839366.6836,66253.20163,5300256.131,37.17407873
0.525,180000,90,103,40,15.53398058,0.032,0.87,0.821903735,0.047918797,17.15201097,10494.39627,944495.6646,34541.14286,3108702.857,12.02337329
0.819,140000,100,47,54,62.04255319,0.051,0.77,0.727404983,0.054527301,13.34019786,10494.59697,1049459.697,53884.18286,5388418.286,30.99256135
1.225,50000,60,47,54,62.04255319,0.1,0.93,0.482462489,0.101284768,4.763425895,10496.64697,629798.8184,80596,4835760,84.11922363
0.525,140000,180,17,17.47,17.95299412,0.051,0.77,0.96828855,0.072599929,13.33732083,10496.86079,1889434.942,34541.14286,6217405.714,30.91407695
0.819,70000,130,47,54,62.04255319,0.032,0.87,0.215208575,0.032273263,6.66832405,10497.39027,1364660.735,53884.18286,7004943.771,80.57547195
1.007,140000,130,17,17.47,17.95299412,0.051,0.77,0.967816306,0.072578865,13.33468496,10498.9357,1364861.642,66253.20163,8612916.212,51.77181836
0.413,160000,90,34,33,32.02941176,0.1,0.93,2.813429201,0.184627288,15.23842567,10499.77232,944979.5084,27172.36571,2445512.914,9.378333787
0.819,50000,120,17,17.47,17.95299412,0.1,0.93,0.498775009,0.104745259,4.761790799,10500.25129,1260030.155,53884.18286,6466101.943,104.1214357
0.413,190000,170,17,17.47,17.95299412,0.032,0.87,1.872780078,0.103513457,18.09214118,10501.79733,1785305.546,27172.36571,4619302.171,14.91577171
0.413,200000,50,47,54,62.04255319,0.032,0.87,8.242748957,0.432871872,19.04200642,10503.09487,525154.7437,27172.36571,1358618.286,4.16731771
0.525,160000,80,34,33,32.02941176,0.1,0.93,2.801120448,0.183888419,15.23271812,10503.70648,840296.5185,34541.14286,2763291.429,12.01871819
0.413,200000,240,17,17.47,17.95299412,0.032,0.87,0.989096203,0.051947629,19.04025697,10504.05992,2520974.38,27172.36571,6521367.771,20.00196696
1.225,200000,110,17,17.47,17.95299412,0.032,0.87,1.587411824,0.083379921,19.03829848,10505.14048,1155565.453,80596,8865560,38.54997274
