rho,W,V,S,b,AR,Cd0,e,CL,CD,CL/CD,TR,PR,TA,PA,RC
1.225,100000,320,103,40,15.53398058,0.051,0.77,0.015479493,0.05100638,0.303481502,329509.3748,105442999.9,80596,25790720,-796.5227995
1.225,110000,320,103,40,15.53398058,0.051,0.77,0.017027442,0.05100772,0.333820884,329518.03,105445769.6,80596,25790720,-724.1368144
1.225,120000,320,103,40,15.53398058,0.051,0.77,0.018575391,0.051009187,0.364157761,329527.5094,105448803,80596,25790720,-663.8173583
1.225,130000,320,103,40,15.53398058,0.051,0.77,0.020123341,0.051010782,0.394491906,329537.8131,105452100.2,80596,25790720,-612.7798476
1.225,140000,320,103,40,15.53398058,0.051,0.77,0.02167129,0.051012505,0.424823092,329548.9411,105455661.1,80596,25790720,-569.0352939
1.225,150000,320,103,40,15.53398058,0.051,0.77,0.023219239,0.051014355,0.45515109,329560.8934,105459485.9,80596,25790720,-531.1251059
1.225,160000,320,103,40,15.53398058,0.051,0.77,0.024767188,0.051016332,0.485475675,329573.67,105463574.4,80596,25790720,-497.95534
1.225,170000,320,103,40,15.53398058,0.051,0.77,0.026315138,0.051018438,0.515796619,329587.2709,105467926.7,80596,25790720,-468.6894511
1.225,180000,320,103,40,15.53398058,0.051,0.77,0.027863087,0.051020671,0.546113695,329601.6961,105472542.7,80596,25790720,-442.676793
1.225,190000,320,103,40,15.53398058,0.051,0.77,0.029411036,0.051023031,0.576426675,329616.9456,105477422.6,80596,25790720,-419.4036978
1.225,200000,320,103,40,15.53398058,0.051,0.77,0.030958986,0.051025519,0.606735334,329633.0194,105482566.2,80596,25790720,-398.459231
1.112,50000,240,103,40,15.53398058,0.1,0.93,0.015157777,0.100005065,0.15157009,329880.3874,79171292.99,73161.4302,17558743.25,-1232.250995
1.112,60000,240,103,40,15.53398058,0.1,0.93,0.018189332,0.100007294,0.181880055,329887.7387,79173057.29,73161.4302,17558743.25,-1026.905234
1.112,70000,240,103,40,15.53398058,0.1,0.93,0.021220887,0.100009927,0.212187809,329896.4266,79175142.38,73161.4302,17558743.25,-880.2342734
1.112,80000,240,103,40,15.53398058,0.1,0.93,0.024252443,0.100012966,0.242492985,329906.4511,79177548.26,73161.4302,17558743.25,-770.2350626
1.112,90000,240,103,40,15.53398058,0.1,0.93,0.027283998,0.10001641,0.272795214,329917.8121,79180274.91,73161.4302,17558743.25,-684.6836852
1.112,100000,240,103,40,15.53398058,0.1,0.93,0.030315553,0.10002026,0.303094127,329930.5098,79183322.35,73161.4302,17558743.25,-616.245791
1.112,110000,240,103,40,15.53398058,0.1,0.93,0.033347109,0.100024514,0.333389359,329944.5441,79186690.57,73161.4302,17558743.25,-560.2540666
1.112,120000,240,103,40,15.53398058,0.1,0.93,0.036378664,0.100029174,0.36368054,329959.9149,79190379.58,73161.4302,17558743.25,-513.5969694
1.112,130000,240,103,40,15.53398058,0.1,0.93,0.039410219,0.100034239,0.393967303,329976.6224,79194389.37,73161.4302,17558743.25,-474.1203547
1.112,50000,370,85,24,6.776470588,0.051,0.77,0.007728102,0.051003645,0.15152058,329988.1781,122095625.9,73161.4302,27069729.18,-1900.517934
1.112,140000,240,103,40,15.53398058,0.1,0.93,0.042441775,0.100039709,0.424249281,329994.6664,79198719.94,73161.4302,17558743.25,-440.2855478
1.112,60000,370,85,24,6.776470588,0.051,0.77,0.009273722,0.051005249,0.181818978,329998.5551,122099465.4,73161.4302,27069729.18,-1583.828937
1.112,70000,370,85,24,6.776470588,0.051,0.77,0.010819343,0.051007145,0.212114258,330010.8188,122104003,73161.4302,27069729.18,-1357.632483
1.112,150000,240,103,40,15.53398058,0.1,0.93,0.04547333,0.100045585,0.454526107,330014.047,79203371.29,73161.4302,17558743.25,-410.9641869
1.112,80000,370,85,24,6.776470588,0.051,0.77,0.012364963,0.051009332,0.242405901,330024.9692,122109238.6,73161.4302,27069729.18,-1187.993868
1.112,160000,240,103,40,15.53398058,0.1,0.93,0.048504885,0.100051865,0.484797413,330034.7643,79208343.43,73161.4302,17558743.25,-385.3100011
1.112,90000,370,85,24,6.776470588,0.051,0.77,0.013910583,0.05101181,0.272693387,330041.0064,122115172.4,73161.4302,27069729.18,-1056.06048
1.112,170000,240,103,40,15.53398058,0.1,0.93,0.051536441,0.100058551,0.515062834,330056.8181,79213636.35,73161.4302,17558743.25,-362.6758418
1.112,100000,370,85,24,6.776470588,0.051,0.77,0.015456204,0.051014581,0.302976199,330058.9303,122121804.2,73161.4302,27069729.18,-950.5207504
1.112,110000,370,85,24,6.776470588,0.051,0.77,0.017001824,0.051017643,0.333253816,330078.7409,122129134.1,73161.4302,27069729.18,-864.1764088
1.112,180000,240,103,40,15.53398058,0.1,0.93,0.054567996,0.100065642,0.545322002,330080.2085,79219250.05,73161.4302,17558743.25,-342.5583711
1.112,120000,370,85,24,6.776470588,0.051,0.77,0.018547445,0.051020996,0.363525722,330100.4383,122137162.2,73161.4302,27069729.18,-792.2286083
1.112,190000,240,103,40,15.53398058,0.1,0.93,0.057599551,0.100073138,0.575574551,330104.9356,79225184.54,73161.4302,17558743.25,-324.5602173
1.112,130000,370,85,24,6.776470588,0.051,0.77,0.020093065,0.051024642,0.393791397,330124.0224,122145888.3,73161.4302,27069729.18,-731.35507
1.112,200000,240,103,40,15.53398058,0.1,0.93,0.060631107,0.100081039,0.605820115,330130.9992,79231439.81,73161.4302,17558743.25,-308.3634828
1.112,140000,370,85,24,6.776470588,0.051,0.77,0.021638685,0.051028578,0.424050325,330149.4932,122155312.5,73161.4302,27069729.18,-679.1827379
1.112,150000,370,85,24,6.776470588,0.051,0.77,0.023184306,0.051032807,0.454301989,330176.8507,122165434.8,73161.4302,27069729.18,-633.9713706
0.525,170000,20,17,17.47,17.95299412,0.032,0.87,95.23809524,184.9740267,0.514872801,330178.6377,6603572.753,34541.14286,690822.8571,-34.78088174
1.112,160000,370,85,24,6.776470588,0.051,0.77,0.024729926,0.051037327,0.484545871,330206.095,122176255.1,73161.4302,27069729.18,-594.4157873
1.112,170000,370,85,24,6.776470588,0.051,0.77,0.026275546,0.051042139,0.514781456,330237.2259,122187773.6,73161.4302,27069729.18,-559.5179084
1.112,180000,370,85,24,6.776470588,0.051,0.77,0.027821167,0.051047242,0.545008227,330270.2437,122199990.2,73161.4302,27069729.18,-528.5014499
1.112,190000,370,85,24,6.776470588,0.051,0.77,0.029366787,0.051052637,0.57522567,330305.1481,122212904.8,73161.4302,27069729.18,-500.7535559
1.112,200000,370,85,24,6.776470588,0.051,0.77,0.030912408,0.051058323,0.605433268,330341.9393,122226517.5,73161.4302,27069729.18,-475.7839417
0.525,80000,10,17,17.47,17.95299412,0.051,0.77,179.2717087,740.4507338,0.242111596,330426.1399,3304261.399,34541.14286,345411.4286,-36.98562464
1.112,170000,10,85,24,6.776470588,0.032,0.87,35.97122302,69.92890563,0.514397054,330484.008,3304840.08,73161.4302,731614.302,-15.13662222
0.525,160000,20,17,17.47,17.95299412,0.051,0.77,89.63585434,185.1509334,0.484123157,330494.4162,6609888.324,34541.14286,690822.8571,-36.99415917
0.819,50000,280,103,40,15.53398058,0.1,0.93,0.015120384,0.10000504,0.151196216,330696.1062,92594909.75,53884.18286,15087571.2,-1550.146771
0.819,60000,280,103,40,15.53398058,0.1,0.93,0.01814446,0.100007258,0.181431436,330703.4394,92596963.03,53884.18286,15087571.2,-1291.823197
0.819,70000,280,103,40,15.53398058,0.1,0.93,0.021168537,0.100009878,0.211664462,330712.1058,92599389.63,53884.18286,15087571.2,-1107.311692
0.819,80000,280,103,40,15.53398058,0.1,0.93,0.024192614,0.100012902,0.241894928,330722.1056,92602189.56,53884.18286,15087571.2,-968.9327295
0.819,90000,280,103,40,15.53398058,0.1,0.93,0.027216691,0.10001633,0.272122469,330733.4386,92605362.81,53884.18286,15087571.2,-861.3087956
0.819,100000,280,103,40,15.53398058,0.1,0.93,0.030240767,0.10002016,0.30234672,330746.1049,92608909.38,53884.18286,15087571.2,-775.2133818
0.819,110000,280,103,40,15.53398058,0.1,0.93,0.033264844,0.100024394,0.332567315,330760.1046,92612829.28,53884.18286,15087571.2,-704.7750735
0.819,120000,280,103,40,15.53398058,0.1,0.93,0.036288921,0.10002903,0.36278389,330775.4375,92617122.5,53884.18286,15087571.2,-646.0795942
0.819,130000,280,103,40,15.53398058,0.1,0.93,0.039312998,0.10003407,0.39299608,330792.1037,92621789.05,53884.18286,15087571.2,-596.4170604
0.819,140000,280,103,40,15.53398058,0.1,0.93,0.042337074,0.100039514,0.42320352,330810.1033,92626828.92,53884.18286,15087571.2,-553.8518408
0.819,150000,280,103,40,15.53398058,0.1,0.93,0.045361151,0.10004536,0.453405845,330829.4361,92632242.11,53884.18286,15087571.2,-516.9644727
0.819,160000,280,103,40,15.53398058,0.1,0.93,0.048385228,0.10005161,0.483602692,330850.1022,92638028.62,53884.18286,15087571.2,-484.6903589
1.112,160000,10,85,24,6.776470588,0.051,0.77,33.85526873,70.00758483,0.483594296,330855.8459,3308558.459,73161.4302,731614.302,-16.10590098
0.819,170000,280,103,40,15.53398058,0.1,0.93,0.051409304,0.100058262,0.513793696,330872.1017,92644188.46,53884.18286,15087571.2,-456.2153957
0.819,180000,280,103,40,15.53398058,0.1,0.93,0.054433381,0.100065318,0.543978494,330895.4344,92650721.63,53884.18286,15087571.2,-430.9063913
0.819,190000,280,103,40,15.53398058,0.1,0.93,0.057457458,0.100072778,0.574156722,330920.1004,92657628.12,53884.18286,15087571.2,-408.2634574
0.819,200000,280,103,40,15.53398058,0.1,0.93,0.060481535,0.10008064,0.604328016,330946.0997,92664907.93,53884.18286,15087571.2,-387.8866836
0.819,100000,10,17,17.47,17.95299412,0.051,0.77,143.6472025,475.4268152,0.302143669,330968.3774,3309683.774,53884.18286,538841.8286,-27.70841946
1.225,130000,10,17,17.47,17.95299412,0.032,0.87,124.84994,317.8590717,0.392783945,330970.7584,3309707.584,80596,805960,-19.2595968
0.819,200000,20,17,17.47,17.95299412,0.051,0.77,71.82360124,118.8949538,0.604092932,331074.8884,6621497.768,53884.18286,1077683.657,-27.71907055
0.525,110000,10,85,24,6.776470588,0.051,0.77,49.29971989,148.3932877,0.332223382,331102.5233,3311025.233,34541.14286,345411.4286,-26.96012549
0.525,50000,350,103,40,15.53398058,0.1,0.93,0.015096191,0.100005024,0.150954327,331226.0146,115929105.1,34541.14286,12089400,-2076.794102
0.525,60000,350,103,40,15.53398058,0.1,0.93,0.018115429,0.100007234,0.181141188,331233.336,115931667.6,34541.14286,12089400,-1730.70446
0.525,70000,350,103,40,15.53398058,0.1,0.93,0.021134667,0.100009847,0.211325866,331241.9886,115934696,34541.14286,12089400,-1483.504228
0.525,80000,350,103,40,15.53398058,0.1,0.93,0.024153906,0.100012861,0.241507996,331251.9723,115938190.3,34541.14286,12089400,-1298.109879
0.525,90000,350,103,40,15.53398058,0.1,0.93,0.027173144,0.100016277,0.271687215,331263.2872,115942150.5,34541.14286,12089400,-1153.91945
0.525,100000,350,103,40,15.53398058,0.1,0.93,0.030192382,0.100020096,0.30186316,331275.9333,115946576.6,34541.14286,12089400,-1038.571766
0.525,110000,350,103,40,15.53398058,0.1,0.93,0.03321162,0.100024316,0.332035467,331289.9105,115951468.7,34541.14286,12089400,-944.2006243
0.525,120000,350,103,40,15.53398058,0.1,0.93,0.036230859,0.100028938,0.362203772,331305.2189,115956826.6,34541.14286,12089400,-865.5618885
0.525,130000,350,103,40,15.53398058,0.1,0.93,0.039250097,0.100033961,0.392367713,331321.8585,115962650.5,34541.14286,12089400,-799.0250036
0.525,140000,350,103,40,15.53398058,0.1,0.93,0.042269335,0.100039387,0.422526928,331339.8292,115968940.2,34541.14286,12089400,-741.9967159
0.525,150000,350,103,40,15.53398058,0.1,0.93,0.045288573,0.100045215,0.452681052,331359.1311,115975695.9,34541.14286,12089400,-692.5753059
0.525,160000,350,103,40,15.53398058,0.1,0.93,0.048307811,0.100051445,0.482829724,331379.7642,115982917.5,34541.14286,12089400,-649.3344841
0.525,170000,350,103,40,15.53398058,0.1,0.93,0.05132705,0.100058076,0.512972581,331401.7284,115990604.9,34541.14286,12089400,-611.1835585
0.525,180000,350,103,40,15.53398058,0.1,0.93,0.054346288,0.10006511,0.543109262,331425.0238,115998758.3,34541.14286,12089400,-577.2742129
0.525,190000,350,103,40,15.53398058,0.1,0.93,0.057365526,0.100072545,0.573239404,331449.6504,116007377.6,34541.14286,12089400,-546.9367243
0.525,200000,350,103,40,15.53398058,0.1,0.93,0.060384764,0.100080382,0.603362646,331475.6081,116016462.8,34541.14286,12089400,-519.6353141
0.819,110000,10,17,17.47,17.95299412,0.1,0.93,158.0119227,476.3447818,0.331717547,331607.4198,3316074.198,53884.18286,538841.8286,-25.247567
1.007,50000,390,85,24,6.776470588,0.051,0.77,0.007681082,0.051003601,0.150598813,332007.9278,129483091.9,66253.20163,25838748.64,-2072.886864
1.007,60000,390,85,24,6.776470588,0.051,0.77,0.009217298,0.051005185,0.180712962,332018.2417,129487114.3,66253.20163,25838748.64,-1727.47276
1.007,70000,390,85,24,6.776470588,0.051,0.77,0.010753515,0.051007058,0.21082405,332030.4308,129491868,66253.20163,25838748.64,-1480.758848
1.007,80000,390,85,24,6.776470588,0.051,0.77,0.012289731,0.051009219,0.240931565,332044.4951,129497353.1,66253.20163,25838748.64,-1295.732556
1.007,90000,390,85,24,6.776470588,0.051,0.77,0.013825947,0.051011667,0.271035,332060.4347,129503569.6,66253.20163,25838748.64,-1151.831344
1.007,100000,390,85,24,6.776470588,0.051,0.77,0.015362164,0.051014404,0.301133845,332078.2496,129510517.3,66253.20163,25838748.64,-1036.717687
1.007,110000,390,85,24,6.776470588,0.051,0.77,0.01689838,0.051017429,0.331227589,332097.9397,129518196.5,66253.20163,25838748.64,-942.5404349
1.007,120000,390,85,24,6.776470588,0.051,0.77,0.018434596,0.051020742,0.361315726,332119.505,129526607,66253.20163,25838748.64,-864.065486
1.007,130000,390,85,24,6.776470588,0.051,0.77,0.019970813,0.051024343,0.391397745,332142.9456,129535748.8,66253.20163,25838748.64,-797.6692319
1.007,140000,390,85,24,6.776470588,0.051,0.77,0.021507029,0.051028232,0.42147314,332168.2614,129545622,66253.20163,25838748.64,-740.7633809
1.007,150000,390,85,24,6.776470588,0.051,0.77,0.023043245,0.051032409,0.451541401,332195.4525,129556226.5,66253.20163,25838748.64,-691.4498523
1.007,160000,390,85,24,6.776470588,0.051,0.77,0.024579462,0.051036874,0.481602022,332224.5188,129567562.4,66253.20163,25838748.64,-648.3050857
1.007,170000,390,85,24,6.776470588,0.051,0.77,0.026115678,0.051041627,0.511654496,332255.4604,129579629.6,66253.20163,25838748.64,-610.240476
1.007,180000,390,85,24,6.776470588,0.051,0.77,0.027651894,0.051046669,0.541698315,332288.2772,129592428.1,66253.20163,25838748.64,-576.4093305
1.007,190000,390,85,24,6.776470588,0.051,0.77,0.029188111,0.051051998,0.571732975,332322.9693,129605958,66253.20163,25838748.64,-546.1432073
1.007,200000,390,85,24,6.776470588,0.051,0.77,0.030724327,0.051057616,0.60175797,332359.5366,129620219.3,66253.20163,25838748.64,-518.9073532
1.225,50000,340,47,54,62.04255319,0.1,0.93,0.015024783,0.100001246,0.150245962,332787.6464,113147799.8,80596,27402640,-1714.903196
1.225,60000,340,47,54,62.04255319,0.1,0.93,0.01802974,0.100001794,0.180294166,332789.4709,113148420.1,80596,27402640,-1429.096335
1.225,70000,340,47,54,62.04255319,0.1,0.93,0.021034697,0.100002442,0.21034183,332791.627,113149153.2,80596,27402640,-1224.950188
1.225,80000,340,47,54,62.04255319,0.1,0.93,0.024039653,0.10000319,0.240388866,332794.1149,113149999.1,80596,27402640,-1071.841988
1.225,90000,340,47,54,62.04255319,0.1,0.93,0.02704461,0.100004037,0.270435183,332796.9345,113150957.7,80596,27402640,-952.7590858
1.225,100000,340,47,54,62.04255319,0.1,0.93,0.030049567,0.100004984,0.300480692,332800.0858,113152029.2,80596,27402640,-857.4938917
1.225,110000,340,47,54,62.04255319,0.1,0.93,0.033054523,0.100006031,0.330525302,332803.5688,113153213.4,80596,27402640,-779.5506672
1.225,120000,340,47,54,62.04255319,0.1,0.93,0.03605948,0.100007177,0.360568923,332807.3835,113154510.4,80596,27402640,-714.59892
1.225,130000,340,47,54,62.04255319,0.1,0.93,0.039064437,0.100008423,0.390611467,332811.53,113155920.2,80596,27402640,-659.6406168
1.225,140000,340,47,54,62.04255319,0.1,0.93,0.042069393,0.100009769,0.420652843,332816.0081,113157442.8,80596,27402640,-612.5343055
1.225,150000,340,47,54,62.04255319,0.1,0.93,0.04507435,0.100011214,0.450692961,332820.818,113159078.1,80596,27402640,-571.7095875
1.225,160000,340,47,54,62.04255319,0.1,0.93,0.048079307,0.100012759,0.480731732,332825.9596,113160826.3,80596,27402640,-535.9886642
1.225,170000,340,47,54,62.04255319,0.1,0.93,0.051084263,0.100014404,0.510769066,332831.4329,113162687.2,80596,27402640,-504.4708658
1.225,180000,340,47,54,62.04255319,0.1,0.93,0.05408922,0.100016148,0.540804872,332837.2379,113164660.9,80596,27402640,-476.4556717
1.225,190000,340,47,54,62.04255319,0.1,0.93,0.057094177,0.100017992,0.570839063,332843.3747,113166747.4,80596,27402640,-451.3900389
1.225,200000,340,47,54,62.04255319,0.1,0.93,0.060099134,0.100019936,0.600871547,332849.8431,113168946.7,80596,27402640,-428.8315333
1.225,50000,400,34,33,32.02941176,0.1,0.93,0.015006002,0.100002408,0.150056411,333208.0218,133283208.7,80596,32238400,-2020.896175
1.225,60000,400,34,33,32.02941176,0.1,0.93,0.018007203,0.100003467,0.180065786,333211.5514,133284620.6,80596,32238400,-1684.103676
1.225,70000,400,34,33,32.02941176,0.1,0.93,0.021008403,0.100004719,0.210074121,333215.7228,133286289.1,80596,32238400,-1443.541273
1.225,80000,400,34,33,32.02941176,0.1,0.93,0.024009604,0.100006163,0.240081242,333220.5359,133288214.4,80596,32238400,-1263.122679
1.225,90000,400,34,33,32.02941176,0.1,0.93,0.027010804,0.1000078,0.270086976,333225.9907,133290396.3,80596,32238400,-1122.799959
1.225,100000,400,34,33,32.02941176,0.1,0.93,0.030012005,0.10000963,0.300091149,333232.0873,133292834.9,80596,32238400,-1010.544349
1.225,110000,400,34,33,32.02941176,0.1,0.93,0.033013205,0.100011652,0.330093589,333238.8257,133295530.3,80596,32238400,-918.7011842
1.225,120000,400,34,33,32.02941176,0.1,0.93,0.036014406,0.100013867,0.360094122,333246.2057,133298482.3,80596,32238400,-842.1673525
1.225,130000,400,34,33,32.02941176,0.1,0.93,0.039015606,0.100016275,0.390092576,333254.2276,133301691,80596,32238400,-777.409931
1.225,140000,400,34,33,32.02941176,0.1,0.93,0.042016807,0.100018875,0.420088776,333262.8911,133305156.5,80596,32238400,-721.9054033
1.225,150000,400,34,33,32.02941176,0.1,0.93,0.045018007,0.100021668,0.45008255,333272.1965,133308878.6,80596,32238400,-673.8031906
1.225,160000,400,34,33,32.02941176,0.1,0.93,0.048019208,0.100024653,0.480073725,333282.1435,133312857.4,80596,32238400,-631.7153588
1.225,170000,400,34,33,32.02941176,0.1,0.93,0.051020408,0.100027831,0.510062127,333292.7324,133317092.9,80596,32238400,-594.5805467
1.225,180000,400,34,33,32.02941176,0.1,0.93,0.054021609,0.100031201,0.540047584,333303.9629,133321585.2,80596,32238400,-561.5732509
1.225,190000,400,34,33,32.02941176,0.1,0.93,0.057022809,0.100034764,0.570029923,333315.8352,133326334.1,80596,32238400,-532.0417584
1.225,200000,400,34,33,32.02941176,0.1,0.93,0.06002401,0.10003852,0.600008971,333328.3493,133331339.7,80596,32238400,-505.4646986
1.225,50000,230,103,40,15.53398058,0.1,0.93,0.014982042,0.100004948,0.149813008,333749.3887,76762359.41,80596,18537080,-1164.505588
1.225,60000,230,103,40,15.53398058,0.1,0.93,0.017978451,0.100007125,0.179771696,333756.6548,76764030.6,80596,18537080,-970.4491767
1.225,70000,230,103,40,15.53398058,0.1,0.93,0.020974859,0.100009698,0.20972825,333765.2419,76766005.65,80596,18537080,-831.841795
1.225,80000,230,103,40,15.53398058,0.1,0.93,0.023971267,0.100012667,0.239682313,333775.1502,76768284.55,80596,18537080,-727.8900568
1.225,90000,230,103,40,15.53398058,0.1,0.93,0.026967676,0.100016032,0.269633531,333786.3795,76770867.3,80596,18537080,-647.0420811
1.225,100000,230,103,40,15.53398058,0.1,0.93,0.029964084,0.100019793,0.299581547,333798.93,76773753.9,80596,18537080,-582.366739
1.225,110000,230,103,40,15.53398058,0.1,0.93,0.032960493,0.100023949,0.329526008,333812.8015,76776944.35,80596,18537080,-529.4533123
1.225,120000,230,103,40,15.53398058,0.1,0.93,0.035956901,0.100028502,0.359466558,333827.9942,76780438.66,80596,18537080,-485.3613222
1.225,130000,230,103,40,15.53398058,0.1,0.93,0.03895331,0.10003345,0.389402841,333844.5079,76784236.83,80596,18537080,-448.0550525
1.225,140000,230,103,40,15.53398058,0.1,0.93,0.041949718,0.100038794,0.419334504,333862.3428,76788338.84,80596,18537080,-416.0804203
1.225,150000,230,103,40,15.53398058,0.1,0.93,0.044946126,0.100044534,0.449261192,333881.4987,76792744.71,80596,18537080,-388.3710981
1.225,160000,230,103,40,15.53398058,0.1,0.93,0.047942535,0.10005067,0.479182549,333901.9758,76797454.43,80596,18537080,-364.1273402
1.225,170000,230,103,40,15.53398058,0.1,0.93,0.050938943,0.100057201,0.509098223,333923.7739,76802468,80596,18537080,-342.7375765
1.225,180000,230,103,40,15.53398058,0.1,0.93,0.053935352,0.100064129,0.539007859,333946.8932,76807785.43,80596,18537080,-323.7261413
1.225,190000,230,103,40,15.53398058,0.1,0.93,0.05693176,0.100071452,0.568911104,333971.3335,76813406.71,80596,18537080,-306.717509
1.225,200000,230,103,40,15.53398058,0.1,0.93,0.059928169,0.100079171,0.598807603,333997.095,76819331.84,80596,18537080,-291.4112592
0.819,50000,310,85,24,6.776470588,0.1,0.93,0.01494768,0.100011291,0.149459922,334537.8433,103706731.4,53884.18286,16704096.69,-1740.052695
0.819,60000,310,85,24,6.776470588,0.1,0.93,0.017937216,0.100016259,0.179342998,334554.4614,103711883,53884.18286,16704096.69,-1450.129772
0.819,70000,310,85,24,6.776470588,0.1,0.93,0.020926752,0.10002213,0.209221215,334574.1009,103717971.3,53884.18286,16704096.69,-1243.055351
0.819,80000,310,85,24,6.776470588,0.1,0.93,0.023916288,0.100028905,0.239093766,334596.7619,103724996.2,53884.18286,16704096.69,-1087.761244
0.819,90000,310,85,24,6.776470588,0.1,0.93,0.026905824,0.100036583,0.268959843,334622.4443,103732957.7,53884.18286,16704096.69,-966.9873451
0.819,100000,310,85,24,6.776470588,0.1,0.93,0.02989536,0.100045164,0.298818637,334651.1483,103741856,53884.18286,16704096.69,-870.3775928
0.819,110000,310,85,24,6.776470588,0.1,0.93,0.032884895,0.100054648,0.328669342,334682.8737,103751690.8,53884.18286,16704096.69,-791.341765
0.819,120000,310,85,24,6.776470588,0.1,0.93,0.035874431,0.100065036,0.358511153,334717.6205,103762462.4,53884.18286,16704096.69,-725.4863806
0.819,130000,310,85,24,6.776470588,0.1,0.93,0.038863967,0.100076327,0.388343263,334755.3888,103774170.5,53884.18286,16704096.69,-669.7697988
0.819,140000,310,85,24,6.776470588,0.1,0.93,0.041853503,0.100088521,0.418164868,334796.1786,103786815.4,53884.18286,16704096.69,-622.0194192
0.819,150000,310,85,24,6.776470588,0.1,0.93,0.044843039,0.100101619,0.447975166,334839.9899,103800396.9,53884.18286,16704096.69,-580.6420011
0.819,190000,10,34,33,32.02941176,0.051,0.77,136.4648423,240.5272659,0.56735706,334886.1124,3348861.124,53884.18286,538841.8286,-14.78957524
0.819,160000,310,85,24,6.776470588,0.1,0.93,0.047832575,0.10011562,0.477773353,334886.8226,103814915,53884.18286,16704096.69,-544.4426144
0.819,170000,310,85,24,6.776470588,0.1,0.93,0.050822111,0.100130524,0.507558628,334936.6767,103830369.8,53884.18286,16704096.69,-512.5074889
0.819,180000,310,85,24,6.776470588,0.1,0.93,0.053811647,0.100146331,0.53733019,334989.5524,103846761.2,53884.18286,16704096.69,-484.1259142
0.819,190000,310,85,24,6.776470588,0.1,0.93,0.056801183,0.100163042,0.567087242,335045.4495,103864089.3,53884.18286,16704096.69,-458.7368035
0.819,200000,310,85,24,6.776470588,0.1,0.93,0.059790719,0.100180656,0.596828985,335104.3681,103882354.1,53884.18286,16704096.69,-435.8912871
1.007,50000,280,85,24,6.776470588,0.1,0.93,0.014901691,0.100011222,0.149000185,335570.0521,93959614.59,66253.20163,18550896.46,-1508.174363
1.007,60000,280,85,24,6.776470588,0.1,0.93,0.017882029,0.100016159,0.178791396,335586.619,93964253.33,66253.20163,18550896.46,-1256.889281
1.007,70000,280,85,24,6.776470588,0.1,0.93,0.020862367,0.100021994,0.208577793,335606.1981,93969735.48,66253.20163,18550896.46,-1077.411986
1.007,80000,280,85,24,6.776470588,0.1,0.93,0.023842705,0.100028727,0.238358575,335628.7894,93976061.04,66253.20163,18550896.46,-942.8145572
1.007,90000,280,85,24,6.776470588,0.1,0.93,0.026823043,0.100036358,0.268132942,335654.3929,93983230,66253.20163,18550896.46,-838.1370394
1.007,100000,280,85,24,6.776470588,0.1,0.93,0.029803381,0.100044886,0.297900095,335683.0085,93991242.37,66253.20163,18550896.46,-754.4034591
1.007,110000,280,85,24,6.776470588,0.1,0.93,0.032783719,0.100054313,0.327659232,335714.6362,94000098.15,66253.20163,18550896.46,-685.9018336
1.007,120000,280,85,24,6.776470588,0.1,0.93,0.035764057,0.100064636,0.357409557,335749.2762,94009797.33,66253.20163,18550896.46,-628.824174
1.007,130000,280,85,24,6.776470588,0.1,0.93,0.038744395,0.100075858,0.38715027,335786.9283,94020339.93,66253.20163,18550896.46,-580.5341805
1.007,140000,280,85,24,6.776470588,0.1,0.93,0.041724734,0.100087977,0.416880575,335827.5926,94031725.93,66253.20163,18550896.46,-539.1487819
1.007,150000,280,85,24,6.776470588,0.1,0.93,0.044705072,0.100100994,0.446599676,335871.269,94043955.33,66253.20163,18550896.46,-503.2870592
1.007,160000,280,85,24,6.776470588,0.1,0.93,0.04768541,0.100114909,0.476306778,335917.9577,94057028.15,66253.20163,18550896.46,-471.9133231
1.007,170000,280,85,24,6.776470588,0.1,0.93,0.050665748,0.100129722,0.506001086,335967.6585,94070944.37,66253.20163,18550896.46,-444.235576
1.007,180000,280,85,24,6.776470588,0.1,0.93,0.053646086,0.100145432,0.535681808,336020.3714,94085704,66253.20163,18550896.46,-419.6378197
0.413,180000,10,103,40,15.53398058,0.1,0.93,84.62822351,157.9828997,0.535679644,336021.7286,3360217.286,27172.36571,271723.6571,-17.15829794
1.007,190000,280,85,24,6.776470588,0.1,0.93,0.056626424,0.10016204,0.565348152,336076.0966,94101307.04,66253.20163,18550896.46,-397.6337399
1.007,200000,280,85,24,6.776470588,0.1,0.93,0.059606762,0.100179546,0.594999327,336134.8339,94117753.48,66253.20163,18550896.46,-377.8342851
1.225,180000,10,85,24,6.776470588,0.032,0.87,34.57382953,64.6037437,0.535167585,336343.2407,3363432.407,80596,805960,-14.20818004
1.112,50000,340,103,40,15.53398058,0.051,0.77,0.007552664,0.051001519,0.148087037,337639.2755,114797353.7,73161.4302,24874886.27,-1798.449348
1.112,60000,340,103,40,15.53398058,0.051,0.77,0.009063197,0.051002187,0.177702116,337643.6995,114798857.8,73161.4302,24874886.27,-1498.732859
1.112,70000,340,103,40,15.53398058,0.051,0.77,0.010573729,0.051002977,0.207315926,337648.9279,114800635.5,73161.4302,24874886.27,-1284.65356
1.112,80000,340,103,40,15.53398058,0.051,0.77,0.012084262,0.051003888,0.236928253,337654.9607,114802686.6,73161.4302,24874886.27,-1124.097505
